SaleID,ProductID,Quantity,UnitPrice,TotalPrice
38565,14433,1,2468,2468
4653,46390,1,4364.51,4364.51
15004,4418,1,128.67,128.67
21655,4644,5,6907.57,34537.85
15598,18251,4,13728.59,54914.36
14041,35340,2,33.02,66.04
47406,37424,5,353.92,1769.6
30977,15926,4,7576.47,30305.88
26678,12479,1,45258.4,45258.4
6353,43188,4,25375.25,101501
23220,27760,4,4696.52,18786.08
30607,47781,1,16890.36,16890.36
44130,42825,1,2424.56,2424.56
3973,26387,3,3714.31,11142.93
7162,16296,2,65.11,130.22
12466,35147,4,14925.45,59701.8
9187,27649,2,199.53,399.06
18255,30319,2,1689.26,3378.52
4941,29042,5,16660.83,83304.15
6417,3316,5,61.48,307.4
968,6113,2,461.37,922.74
10900,26635,4,2168.75,8675
31547,14009,4,6994.63,27978.52
3843,10790,4,1821.64,7286.56
142,25587,3,134.68,404.04
29820,18695,4,21604.27,86417.08
45652,47875,5,21165.26,105826.3
43377,47082,4,31032.99,124131.96
10145,12446,3,358.47,1075.41
14268,3833,5,1839.52,9197.6
48218,35534,1,21021.75,21021.75
49020,20553,1,361.29,361.29
3287,38285,4,29362.97,117451.88
32955,34808,2,351.61,703.22
3728,33282,1,7587.23,7587.23
12179,4491,5,32.34,161.7
4454,44251,2,1704.07,3408.14
26462,7857,5,25203.34,126016.7
16136,37941,5,395.62,1978.1
2605,40592,1,2085.69,2085.69
27475,43082,5,4648.98,23244.9
37043,34262,3,24159.2,72477.6
17090,13387,3,43201.22,129603.66
15643,17408,4,125.46,501.84
8578,44020,3,40.54,121.62
29965,20721,1,14445.36,14445.36
611,30035,5,291.54,1457.7
36897,6553,1,6083.05,6083.05
35235,13970,5,1249.57,6247.85
17381,8681,3,1706.91,5120.73
4509,16010,3,135.14,405.42
18677,10339,4,1596.68,6386.72
35601,46108,3,457.54,1372.62
40087,42859,5,6364.97,31824.85
513,43770,5,48869.01,244345.05
19621,43476,1,1340.72,1340.72
8801,17333,1,7862.7,7862.7
7015,48656,5,2230.93,11154.65
10188,17849,3,23349.39,70048.17
39639,13804,3,21773.95,65321.85
13343,45056,3,10441.92,31325.76
33123,32017,3,158.2,474.6
3330,6049,4,19851.01,79404.04
18133,2890,1,91.13,91.13
21860,8574,3,320.15,960.45
10590,48578,4,4930.08,19720.32
36155,46247,4,1339.18,5356.72
36760,634,1,234.9,234.9
4932,45287,2,1276.58,2553.16
35756,2362,3,263.72,791.16
38176,36211,2,4838.01,9676.02
28167,8353,1,2005.89,2005.89
20203,23898,1,4947.96,4947.96
23450,13768,2,439.36,878.72
43709,6737,3,1537.48,4612.44
36693,26633,5,6069.54,30347.7
49118,10129,2,90.07,180.14
10650,11604,4,8019.78,32079.12
1625,11755,3,13995.23,41985.69
26983,43904,2,1673.39,3346.78
17486,10434,1,26520.42,26520.42
25071,2538,4,1792.29,7169.16
14578,13080,4,1855.21,7420.84
22916,20001,2,29223.19,58446.38
14610,1551,2,14660.69,29321.38
26114,21513,3,25069.06,75207.18
4550,18293,3,1958.23,5874.69
42041,33385,4,2679.37,10717.48
44533,35142,3,4212.44,12637.32
1809,7560,3,860.9,2582.7
11703,38050,3,23314.08,69942.24
2508,7105,5,142.25,711.25
28480,22655,3,195.15,585.45
28600,39729,5,142.26,711.3
7579,25245,5,23.47,117.35
12458,16694,1,5786.78,5786.78
46451,28578,1,1352.4,1352.4
34074,35288,2,25.94,51.88
23870,28266,1,24636.14,24636.14
43532,21640,5,209.74,1048.7
20573,43476,1,1340.72,1340.72
47170,19682,5,560.85,2804.25
20270,43706,4,1251.95,5007.8
21377,26372,3,156.78,470.34
36334,8342,2,1756.01,3512.02
27555,43577,4,815.21,3260.84
44389,49030,2,48241.37,96482.74
40339,37297,3,9048.79,27146.37
26613,35910,1,1457.68,1457.68
19915,18804,2,320.62,641.24
28174,38010,5,12973.59,64867.95
42907,21119,4,297.84,1191.36
28953,28978,2,30.29,60.58
33501,31011,2,2226.08,4452.16
43179,5558,3,474.01,1422.03
33781,43507,5,20704.08,103520.4
21967,6121,2,2276.86,4553.72
44093,20344,2,850.2,1700.4
13051,9657,1,36.21,36.21
3029,16047,4,22306.11,89224.44
40061,4773,4,742.05,2968.2
27161,41273,5,101.15,505.75
12743,47078,4,183.22,732.88
32400,26192,2,446.42,892.84
9672,42996,1,2488.13,2488.13
49216,6986,4,16334.52,65338.08
14342,11527,5,112.94,564.7
30445,3292,5,2388.34,11941.7
16332,7954,4,198.88,795.52
8739,30451,5,417.95,2089.75
36630,39024,3,126.84,380.52
49497,29005,5,1512.2,7561
47139,33082,4,12922.55,51690.2
35906,29224,2,1278.88,2557.76
48737,31109,4,19816.47,79265.88
16987,49269,2,198.76,397.52
41790,18174,5,14108.23,70541.15
31759,41075,2,3003.92,6007.84
17997,28828,1,553.2,553.2
46763,18726,2,2032.75,4065.5
17808,22011,3,44207.52,132622.56
35400,5281,2,29960.42,59920.84
9885,15156,4,760.91,3043.64
45479,10015,2,19076.19,38152.38
4210,27189,4,5280.69,21122.76
21685,35561,4,4871.35,19485.4
27249,4081,2,4251.16,8502.32
27535,25525,5,16760.73,83803.65
45582,1281,5,393.68,1968.4
24929,31260,1,6157.63,6157.63
23053,19570,4,2140.52,8562.08
27461,35273,5,6880.65,34403.25
39535,14454,4,28439.61,113758.44
14381,17888,4,720.3,2881.2
31828,1903,4,18355.52,73422.08
22029,43836,4,826.82,3307.28
47460,10817,4,24403.37,97613.48
8365,40781,5,5384.27,26921.35
1768,25823,5,9296.92,46484.6
36988,43451,1,1268.16,1268.16
5502,42124,4,1945.5,7782
8894,30258,2,2474.65,4949.3
3296,17050,4,31.86,127.44
21454,13872,4,1574.54,6298.16
21421,22119,4,161.15,644.6
18236,49284,4,46.38,185.52
16533,5368,4,86.48,345.92
1271,49089,5,19232.6,96163
3414,22936,2,22311.3,44622.6
42608,4497,1,76.19,76.19
49430,2034,2,1576.96,3153.92
13066,1336,5,94.72,473.6
9987,15634,2,1611.5,3223
31036,43874,1,2862.68,2862.68
36961,14285,4,22790.71,91162.84
45841,16794,3,1308.07,3924.21
10997,39708,5,1871.79,9358.95
49017,47079,1,423.46,423.46
10733,20385,1,4404.38,4404.38
37925,1683,3,2079.65,6238.95
37736,44391,4,558.59,2234.36
25996,46860,2,4070.74,8141.48
4981,38804,2,554.23,1108.46
6679,45692,3,1732.94,5198.82
44844,39349,1,1294.98,1294.98
37089,2692,3,320.05,960.15
34914,28075,3,373.27,1119.81
4520,33159,3,17718.27,53154.81
830,27529,4,324.47,1297.88
6917,28412,3,403.63,1210.89
41654,30130,2,25388.58,50777.16
28541,11544,5,8302.2,41511
42629,17701,5,189.28,946.4
35270,31687,4,2015.48,8061.92
28546,47909,5,10763.6,53818
17590,21123,2,16918.43,33836.86
5680,18280,4,72.21,288.84
15982,49184,4,411.44,1645.76
37346,39999,4,10052.18,40208.72
22047,1881,4,49.77,199.08
21301,11918,4,11919.52,47678.08
13902,23254,3,62.92,188.76
22305,18328,5,37994.53,189972.65
45953,18106,5,6962.36,34811.8
666,33858,2,2298.17,4596.34
5611,15818,4,13662.75,54651
32020,36385,2,22644.17,45288.34
45260,31202,4,14408.99,57635.96
29372,1131,1,114.81,114.81
19284,14523,4,2999.37,11997.48
45337,15946,3,4668.46,14005.38
43514,38113,3,187.02,561.06
31016,36273,5,366.34,1831.7
22529,27886,5,291.62,1458.1
21679,23057,4,1795.69,7182.76
17755,20095,3,4736.16,14208.48
15109,7908,2,49.77,99.54
20680,7836,5,13.03,65.15
49951,45231,2,223.15,446.3
12553,14181,4,13301.17,53204.68
18121,47487,5,19.7,98.5
49821,34383,5,485.01,2425.05
18547,6589,2,492.28,984.56
19415,14909,3,2719.8,8159.4
11760,19810,1,3168.89,3168.89
46401,35006,2,26361.85,52723.7
17978,2983,1,345.97,345.97
36265,19146,2,479.84,959.68
41804,49335,4,48642.24,194568.96
6724,804,5,382.01,1910.05
18635,30763,4,773.67,3094.68
28867,22329,2,5858.94,11717.88
3368,16547,4,2078.01,8312.04
7477,4283,4,78.79,315.16
32228,4856,5,706.68,3533.4
41252,44988,1,21570.79,21570.79
9944,9778,5,1600.83,8004.15
19913,5583,2,40.36,80.72
7763,36574,4,3251,13004
39736,39068,5,7053.92,35269.6
14791,34248,4,18449.83,73799.32
29525,29015,3,1190,3570
38570,28104,3,17524.96,52574.88
37266,40700,1,18656.32,18656.32
39953,48503,1,397.73,397.73
49987,13618,2,1365.86,2731.72
17344,43282,1,4730.94,4730.94
10293,15720,2,6642.85,13285.7
36176,4920,2,652.97,1305.94
176,26773,4,855.04,3420.16
45179,38917,4,19890.86,79563.44
19088,2140,2,22664.23,45328.46
18882,46332,3,55.23,165.69
46071,29756,1,119.34,119.34
45049,15298,3,8388.45,25165.35
40964,38653,2,28183.46,56366.92
27862,7522,5,60.27,301.35
14734,42444,2,156.43,312.86
17409,9322,1,480.98,480.98
3909,10874,3,39699.86,119099.58
38997,49084,5,1910.85,9554.25
18915,28781,1,12509.64,12509.64
30717,45134,3,13156.27,39468.81
45858,26379,3,434.24,1302.72
32799,35389,4,20388.82,81555.28
28689,5272,5,24806.44,124032.2
2613,28314,3,3481.08,10443.24
39565,16409,1,176.06,176.06
5986,15003,5,795.58,3977.9
38478,1360,3,1998.33,5994.99
37765,2637,2,481.51,963.02
30835,34011,4,817.85,3271.4
18230,11895,5,707.26,3536.3
28567,41602,4,1464.42,5857.68
5980,30803,3,2187.69,6563.07
26762,21844,3,13534.72,40604.16
43918,6856,2,14989.68,29979.36
21615,26978,4,5904.5,23618
18889,43424,4,156.7,626.8
49841,36052,1,13230.62,13230.62
29808,5772,3,20314.8,60944.4
16542,21187,1,1163.24,1163.24
26489,33725,1,148.26,148.26
43101,35560,4,159.09,636.36
27083,3553,2,17496.38,34992.76
33977,23710,5,7431.5,37157.5
49575,32670,4,1891.22,7564.88
49807,3383,2,23834.6,47669.2
17502,35994,2,1157.25,2314.5
18877,28713,4,29343.68,117374.72
7958,1892,5,19322.38,96611.9
15683,46517,2,50.49,100.98
20366,36100,1,7373.57,7373.57
36193,26739,1,24584.99,24584.99
14726,7436,4,20347.78,81391.12
7699,42449,2,46362.19,92724.38
32662,46964,3,144.79,434.37
33350,46230,3,25556.31,76668.93
27230,31622,4,5621.92,22487.68
15974,29936,5,701.83,3509.15
9480,25139,2,1169.67,2339.34
39281,33309,2,1263.43,2526.86
4576,18105,4,5969.69,23878.76
22275,33276,3,18495.76,55487.28
169,18537,3,286.9,860.7
38466,38006,4,133.78,535.12
9739,29265,5,12658.56,63292.8
31742,22619,3,5522.51,16567.53
36171,49996,5,197.44,987.2
24721,29842,3,24056.26,72168.78
12364,45712,2,155.79,311.58
37474,25099,2,15421.53,30843.06
26921,2861,3,7501.69,22505.07
48805,30997,4,559.46,2237.84
25303,43496,2,1950.97,3901.94
32462,2427,2,117.48,234.96
32919,38679,3,54.46,163.38
6578,28856,1,1469.52,1469.52
34469,29946,1,1678.77,1678.77
47347,9448,4,116.12,464.48
42912,10117,1,46.22,46.22
30769,17369,3,978.54,2935.62
40846,45398,4,16782.21,67128.84
42588,5264,3,2848.4,8545.2
44195,34972,4,2017.58,8070.32
20753,41078,4,27998.95,111995.8
35457,2353,5,28520.91,142604.55
4485,15386,3,5982.88,17948.64
14909,48941,1,53.09,53.09
28441,6452,1,1225.74,1225.74
29077,10903,3,1110.34,3331.02
1898,3015,3,2083.11,6249.33
3678,19227,3,259.86,779.58
24566,28226,2,201.73,403.46
16004,34811,4,26759.6,107038.4
37089,44683,2,2502.37,5004.74
11141,11474,1,994.48,994.48
39944,25071,5,3416.63,17083.15
44770,15784,4,125.48,501.92
38218,9380,2,19521.22,39042.44
30222,41806,3,15774.61,47323.83
30119,16734,1,1896.7,1896.7
30491,18851,5,7802.53,39012.65
10354,4841,4,515.55,2062.2
22647,38508,3,209.17,627.51
41874,27808,3,2073.59,6220.77
29940,19800,2,18112.4,36224.8
25212,31668,1,1894.54,1894.54
15546,24994,5,335.91,1679.55
23525,37671,3,471.11,1413.33
45828,19349,1,49554.12,49554.12
43138,25940,3,311.06,933.18
531,37089,1,10677.99,10677.99
39742,48836,4,53.9,215.6
18757,15082,5,257.94,1289.7
23090,14353,2,148.61,297.22
40691,16426,2,4008.98,8017.96
41173,6368,1,6575.48,6575.48
20247,28890,1,20.12,20.12
37983,23912,2,4788.06,9576.12
5907,19341,3,16799.79,50399.37
48987,27231,2,154.27,308.54
13160,8662,5,1740.36,8701.8
23977,34790,5,8867.77,44338.85
17861,10784,3,7482.04,22446.12
31579,19343,3,328.92,986.76
7548,30693,1,22747.71,22747.71
9225,49425,2,24579.55,49159.1
44324,47463,4,816.59,3266.36
36525,23972,1,20052.11,20052.11
25859,913,3,362.39,1087.17
35165,8100,4,133.34,533.36
24156,44095,3,31522.2,94566.6
38310,24971,3,44.33,132.99
7101,44227,2,17138.94,34277.88
30899,1641,5,11051.84,55259.2
36793,21497,5,1771.12,8855.6
14508,42445,1,43.35,43.35
41642,30427,3,12.57,37.71
42549,26759,1,1148.74,1148.74
9161,2972,1,30.95,30.95
19947,32285,1,17014.38,17014.38
6370,15388,5,22.82,114.1
8891,25471,4,26457.35,105829.4
24315,43941,5,1954.48,9772.4
27468,38492,2,24510.11,49020.22
27190,42921,1,6104.39,6104.39
32070,40348,4,863.8,3455.2
18334,2145,3,876.49,2629.47
14239,29058,4,19581.61,78326.44
15474,23769,1,49.4,49.4
44937,24074,5,77.72,388.6
42260,23507,1,4985.67,4985.67
26093,18081,2,110.4,220.8
8006,29801,1,6456.17,6456.17
43436,13901,5,21254.16,106270.8
1400,3315,3,4589.91,13769.73
15963,8253,5,150.33,751.65
13449,4497,5,76.19,380.95
13577,38430,2,174.96,349.92
15270,21533,2,1448.61,2897.22
39059,186,3,1239.82,3719.46
9483,8520,5,2426.24,12131.2
16427,11436,1,18926.54,18926.54
43324,1690,2,97.96,195.92
974,23478,2,12352.22,24704.44
38592,21219,1,259.95,259.95
11420,17392,1,2887.26,2887.26
8308,48610,4,1632.46,6529.84
34478,7449,1,29780.72,29780.72
31212,29379,3,395.95,1187.85
33636,38907,1,128.71,128.71
29623,33020,2,21734.18,43468.36
40312,2842,5,6845.67,34228.35
19768,30019,1,16477.23,16477.23
3987,31391,4,28200.42,112801.68
27937,44965,1,18558.18,18558.18
32131,46688,4,12856.28,51425.12
4817,5295,3,61.55,184.65
39866,9722,1,76.67,76.67
8271,18024,5,3361.37,16806.85
41490,38363,5,20660.83,103304.15
46672,21312,4,222.32,889.28
39151,34771,3,443.29,1329.87
29735,33132,5,71.22,356.1
28194,6500,1,22847.5,22847.5
42908,42659,5,25662.26,128311.3
47241,14092,4,2435.89,9743.56
29594,14975,4,24449.61,97798.44
22213,29721,4,71.6,286.4
27263,47816,1,148.31,148.31
20484,27969,3,18715.02,56145.06
43589,16705,3,256.7,770.1
10004,45012,4,38993.98,155975.92
4400,5979,1,480.37,480.37
6110,28304,1,1131.86,1131.86
48798,48418,3,2506.17,7518.51
8528,36463,1,551.27,551.27
38435,36805,5,275.64,1378.2
21604,43910,1,4875.46,4875.46
26923,23174,4,105.84,423.36
47256,3372,3,1732.58,5197.74
39349,20477,3,491.48,1474.44
6790,37875,5,8427.82,42139.1
13943,10141,4,24338.66,97354.64
14697,7093,3,28.06,84.18
36456,24089,1,17006.52,17006.52
49979,18257,5,27.14,135.7
14822,28123,5,1297.73,6488.65
40746,40212,5,142.44,712.2
1721,39912,3,12144.17,36432.51
1898,11824,3,2065.46,6196.38
46053,49966,3,916.37,2749.11
22271,23005,1,1090.27,1090.27
11889,9389,5,41855.46,209277.3
43080,26266,1,2165.55,2165.55
9298,48561,1,8948.17,8948.17
6014,48898,5,16081.53,80407.65
14099,24655,4,5153.2,20612.8
29731,22341,2,48455.01,96910.02
24252,20424,3,15.6,46.8
37198,39075,1,68.2,68.2
3448,10197,2,246.37,492.74
49443,40491,1,51.08,51.08
44170,5347,3,1437.73,4313.19
29040,43381,4,6802.55,27210.2
31829,39786,4,4291.16,17164.64
27144,17903,2,92.25,184.5
49476,33578,1,42.91,42.91
22622,28175,1,269.51,269.51
18563,44448,5,10424.58,52122.9
31892,34534,3,1197.04,3591.12
2977,14452,4,146.88,587.52
39278,3591,1,13922.58,13922.58
13398,19754,2,25262.73,50525.46
8994,16746,3,253.51,760.53
21504,7864,1,2130.25,2130.25
32597,48957,4,475.8,1903.2
11515,8467,4,20391.74,81566.96
34904,46116,2,92.1,184.2
32786,36617,3,258.84,776.52
4724,26023,1,78.56,78.56
28589,1229,4,894.53,3578.12
5103,20517,5,391.93,1959.65
28134,37579,4,19917.22,79668.88
46498,41953,4,37141.27,148565.08
18974,7549,4,117.35,469.4
1367,21285,2,12950.12,25900.24
40510,30153,3,306.88,920.64
5776,28621,1,9.09,9.09
15946,28553,5,22410.41,112052.05
26244,34339,1,26645.86,26645.86
25937,20335,3,170.69,512.07
14521,21828,2,2793.07,5586.14
5006,33456,1,57.29,57.29
34774,33421,2,608.89,1217.78
22897,23010,2,124.96,249.92
15485,6738,2,23123.14,46246.28
16776,12929,2,22653.95,45307.9
39479,10019,1,1822.73,1822.73
11610,41154,4,1102.34,4409.36
30406,49444,5,28113.51,140567.55
49800,37977,4,2495.09,9980.36
44639,36995,5,11552.8,57764
21182,41106,3,369.35,1108.05
9894,28821,1,27.62,27.62
30732,28981,3,134.48,403.44
18002,38760,1,21273.66,21273.66
23065,33249,1,684.09,684.09
20343,30261,4,3149.97,12599.88
2465,3729,3,6474.17,19422.51
18814,5029,1,16945.44,16945.44
40306,38934,5,1521.55,7607.75
25198,30325,5,5757.23,28786.15
36328,48426,1,28752.04,28752.04
29474,37465,2,2807.2,5614.4
21072,39650,4,4469,17876
32858,9887,1,81.02,81.02
29526,6784,3,2442.17,7326.51
46814,5527,5,17398.37,86991.85
42345,11309,1,608.24,608.24
16237,46375,4,38874.82,155499.28
28798,34346,5,5618.19,28090.95
39965,10404,3,2806.66,8419.98
24436,18540,4,16650.57,66602.28
26790,22176,5,1830.03,9150.15
3432,41346,3,1894.38,5683.14
4320,21607,1,6507.46,6507.46
36567,44459,4,1740.14,6960.56
18622,16515,5,24119.35,120596.75
9855,21848,1,2031.84,2031.84
38191,43491,2,8051.14,16102.28
22926,20332,4,10293.27,41173.08
8451,38997,1,648.82,648.82
20289,36630,4,38.43,153.72
42172,21528,2,12323.92,24647.84
43917,46061,5,15718.5,78592.5
6125,42338,4,22176.85,88707.4
33325,23713,1,7404.39,7404.39
23764,20242,2,1261.93,2523.86
14038,22396,4,33297.73,133190.92
12584,14847,2,45769.24,91538.48
10155,5058,3,1957.36,5872.08
6629,33272,5,68.19,340.95
48408,34507,1,22985.83,22985.83
43381,22071,5,1470.88,7354.4
8589,39142,4,2176.59,8706.36
10110,10634,2,1305.7,2611.4
45407,40943,2,1782.49,3564.98
47264,28684,1,472.69,472.69
26927,23875,2,2199.05,4398.1
29112,40016,3,16345.75,49037.25
49309,49057,4,1191.59,4766.36
15336,34997,2,292.15,584.3
20282,30738,2,1808.05,3616.1
24107,44454,5,1125,5625
28875,30257,3,4515.24,13545.72
25027,32959,5,40053.45,200267.25
27438,10621,2,198.93,397.86
39628,9071,3,4897.65,14692.95
3420,42021,4,472.15,1888.6
24328,36343,1,34.95,34.95
46623,33811,1,20565.16,20565.16
18682,5497,2,8323.85,16647.7
17878,29447,5,3879.26,19396.3
9657,28671,1,192.13,192.13
14552,29566,3,48594.53,145783.59
1748,27191,1,4566.55,4566.55
25983,32900,3,10411.19,31233.57
15452,25308,1,8476.59,8476.59
24571,14716,1,48620.63,48620.63
20886,6494,3,451.05,1353.15
9572,9018,1,22998.98,22998.98
18801,30963,2,12756.45,25512.9
49732,46239,4,3255.36,13021.44
29400,40328,1,86.67,86.67
5193,1246,3,1481.99,4445.97
14134,9799,5,5272.76,26363.8
47661,39904,5,7669.63,38348.15
27739,7287,3,1072.71,3218.13
15574,19737,1,15965.57,15965.57
3130,15627,4,19584.33,78337.32
41875,40817,4,6933.59,27734.36
4117,7266,4,955.46,3821.84
39108,35131,1,1665.24,1665.24
41416,33776,5,2400.58,12002.9
15856,47091,2,287.97,575.94
19089,28131,1,6118.23,6118.23
40293,23123,2,1177.57,2355.14
37400,27301,2,78.54,157.08
43541,43793,1,1273.24,1273.24
34308,23633,1,985.09,985.09
34476,35657,5,1794.52,8972.6
33268,36317,1,14348.85,14348.85
25589,30811,1,89.92,89.92
41660,25355,3,18227.54,54682.62
16624,48977,1,45.69,45.69
23403,4428,3,3941.46,11824.38
15803,48035,1,8479.49,8479.49
38136,48182,3,444.31,1332.93
8744,2906,3,120.69,362.07
35784,22188,2,1970.54,3941.08
44872,30450,4,4868.88,19475.52
41402,11946,2,8676.93,17353.86
4136,46927,4,7988.76,31955.04
2424,19232,2,11492.61,22985.22
2871,13073,1,352.65,352.65
20683,20322,5,3521.14,17605.7
26099,35589,4,47252.08,189008.32
16602,2400,2,7937.18,15874.36
18751,23395,1,308.98,308.98
42975,21754,3,5484.85,16454.55
8158,24119,4,270.64,1082.56
26216,48714,4,1009.26,4037.04
25340,22220,2,4941.59,9883.18
32520,45356,4,9591.84,38367.36
24075,34032,3,25881.73,77645.19
5415,47651,4,84.46,337.84
5173,28221,5,2279.38,11396.9
11827,35749,3,482.61,1447.83
21051,6724,1,145.23,145.23
21491,43315,3,21872.12,65616.36
20087,29224,5,1278.88,6394.4
47033,27926,2,951.04,1902.08
45205,29092,3,4897.59,14692.77
29304,2776,3,2077.29,6231.87
40295,28505,3,71.73,215.19
41909,3760,1,198.4,198.4
43987,41781,4,193.6,774.4
23810,33626,2,1012.84,2025.68
2041,9358,5,29851.11,149255.55
44440,28717,1,1163.72,1163.72
8273,4407,2,384.69,769.38
42282,24008,3,5900.15,17700.45
25091,37175,1,1604.62,1604.62
39656,10056,4,76.21,304.84
24312,24381,4,6498.65,25994.6
5039,37613,2,3500.11,7000.22
34699,24049,4,2197.74,8790.96
20604,42570,3,2497.76,7493.28
16359,7435,1,44239.88,44239.88
48214,12193,4,17144.6,68578.4
33931,25362,5,231.45,1157.25
7718,17156,3,11977.28,35931.84
46140,29247,2,3553.01,7106.02
40100,18716,4,50.72,202.88
13119,8038,2,1769.83,3539.66
4854,29626,2,3078.24,6156.48
46752,29171,1,22.06,22.06
44691,20945,3,8148.57,24445.71
46501,4256,5,2113.35,10566.75
35532,19030,3,3710.81,11132.43
10323,46650,2,2455.64,4911.28
23691,33342,2,1700.24,3400.48
7954,13172,2,9944.93,19889.86
15515,32377,1,2049.99,2049.99
23652,36309,5,9754.72,48773.6
24177,30632,5,373.58,1867.9
8505,40105,1,3929.02,3929.02
4309,20270,4,1676.07,6704.28
46985,47112,4,502.13,2008.52
34452,26922,4,199.38,797.52
37677,4834,2,11157.59,22315.18
20777,42097,1,23774.58,23774.58
29490,30529,5,6374.08,31870.4
22579,8411,5,310.84,1554.2
41930,38522,2,4280.32,8560.64
8457,28353,5,228.74,1143.7
3632,8138,5,15770.38,78851.9
10029,19932,2,45622,91244
10615,21146,2,20649.98,41299.96
22677,34007,3,68.34,205.02
5169,16424,2,1470.63,2941.26
41620,36100,3,7373.57,22120.71
8204,40962,3,22773.64,68320.92
40268,34963,1,805.59,805.59
32937,42008,2,742.72,1485.44
38785,38054,2,6302.44,12604.88
11220,43171,5,3751.27,18756.35
47228,39659,3,26632.16,79896.48
36938,2700,1,3453.68,3453.68
5324,2980,5,1305.63,6528.15
17345,42673,2,2355.63,4711.26
37496,27302,5,6268.66,31343.3
41877,1985,4,237.92,951.68
41102,35755,3,5839.75,17519.25
42069,19799,4,14499.52,57998.08
16049,44892,4,7922.73,31690.92
19493,29724,1,20007.82,20007.82
45129,3927,2,2417.12,4834.24
28810,27239,4,319.44,1277.76
30438,13371,3,24171.31,72513.93
39759,9416,3,131.04,393.12
47079,20927,3,831.82,2495.46
26131,8570,3,56.42,169.26
33750,36809,1,26342.42,26342.42
20914,15843,4,2649.6,10598.4
8030,17530,4,24117.31,96469.24
16248,9233,1,184.1,184.1
3317,19020,4,166.11,664.44
40330,27403,2,618.58,1237.16
10467,21459,5,19440.62,97203.1
47260,20495,2,465.77,931.54
10443,32655,5,32479.26,162396.3
30594,32687,3,20680.92,62042.76
32596,1519,1,5817.99,5817.99
25772,33125,4,286.7,1146.8
15777,14100,5,1869.2,9346
23128,3189,1,122.42,122.42
18439,32434,5,745.44,3727.2
42878,44075,4,23698.99,94795.96
18727,35173,1,2001.74,2001.74
7045,28242,2,2069.16,4138.32
17333,47678,3,131.56,394.68
26428,23983,1,23403.86,23403.86
26253,3353,5,1419.57,7097.85
36820,12757,3,18069.96,54209.88
36257,18914,1,619.98,619.98
25320,33047,4,87.37,349.48
36036,18332,5,120.05,600.25
44591,40046,1,1847.53,1847.53
8433,6337,4,54.49,217.96
24458,22223,5,104.79,523.95
23961,49478,2,20.6,41.2
13046,39484,5,440.99,2204.95
26306,32774,1,207.33,207.33
2970,2551,2,16776.96,33553.92
